2015	8	14	ADP	194911	82.99
2015	9	14	NKE	224435	111.78
2015	9	18	DO	678664	20.18
2015	8	7	TGT	147406	78.96
2015	8	21	F	1578884	13.86
2015	9	15	OKE	91003	34.84
2015	8	24	PEG	178798	40.66
2015	9	10	ORLY	52463	241.24
2015	8	14	ALXN	76297	186.58
2015	8	6	GMCR	489188	52.67
2015	9	14	C	378118	50.980000000000004
2015	8	10	HAR	31650	118.29
2015	9	17	PEG	97267	40.62
2015	8	7	CTL	221476	27.65
2015	9	11	LM	91936	42.6
2015	9	3	FLIR	85729	28.38
2015	8	6	EQIX	35773	280.0
2015	8	5	FSLR	377816	51.919999999999995
2015	8	20	MAT	384263	22.76
2015	9	10	ANTM	88789	143.91
2015	9	17	MET	321651	47.77
2015	8	11	ORLY	54234	247.64
2015	8	3	URBN	92306	32.42
2015	9	22	CMCSA	738756	57.709999999999994
2015	8	10	FB	1183621	94.15
2015	9	17	FMC	68104	38.81
2015	9	10	NRG	220560	18.34
2015	8	4	EQIX	41358	280.04
2015	8	20	F	747096	14.409999999999998
2015	9	10	ORCL	678996	37.62
2015	9	8	GILD	1431798	104.9
2015	8	13	COH	252284	31.47
2015	9	15	V	210664	70.5
2015	8	10	INTC	3130499	29.64
2015	8	12	FFIV	43848	132.71
2015	9	4	ANTM	61379	142.06
2015	9	16	AN	14431	60.61
2015	9	1	LM	120249	42.71
2015	9	15	FSLR	81236	46.58
2015	8	28	EFX	41089	98.45
2015	8	18	BLK	19198	328.8
2015	8	11	JNJ	307201	99.03
2015	9	15	PSX	92064	79.22
2015	9	11	UTX	150994	92.3
2015	8	13	JWN	136091	74.91
2015	9	9	NTAP	295205	31.119999999999997
2015	9	17	YUM	392751	82.92
2015	8	13	K	33684	68.91
2015	9	17	FISV	123387	87.6
2015	8	5	PEG	348505	41.18
2015	8	17	ARG	13942	106.39000000000001
2015	9	17	DTE	47532	78.165
2015	8	26	MON	192715	97.17
2015	8	25	CAT	409272	72.08
2015	9	14	DOV	45789	59.97
2015	9	21	NKE	128173	116.62
2015	9	22	AMAT	1327866	15.099999999999998
2015	9	16	PFE	994850	33.17
2015	8	21	MON	173444	97.41
2015	8	10	PEG	173097	41.92
2015	8	20	PEG	107527	43.21999999999999
2015	8	6	CAT	143168	77.47
2015	8	18	FLIR	45667	30.37
2015	9	18	ARG	45807	93.16
2015	8	12	K	55449	68.91
2015	9	21	PSX	91494	79.3
2015	8	12	DOV	57764	64.68
2015	9	9	ADSK	251071	46.16
2015	9	17	FOSL	98741	59.16
2015	8	10	AMZN	170268	524.0
2015	9	21	ISRG	6830	505.26
2015	9	4	ADP	305378	76.15
2015	9	3	PAYX	132974	44.7
2015	9	11	FOXA	862624	26.45
2015	9	22	COH	60747	28.919999999999998
2015	8	6	NRG	381984	19.43
2015	8	25	JNJ	647519	90.733
2015	9	22	CSCO	2991067	25.139999999999997
2015	9	8	INTC	3458942	29.5
2015	8	6	FLR	42212	48.05
2015	9	18	CSCO	5634513	25.539999999999996
2015	9	3	FSLR	78381	48.29
2015	8	13	EQIX	35339	282.23
2015	8	19	FSLR	217855	49.94
2015	8	27	AEP	101792	54.89
2015	8	18	TGT	189779	79.66
2015	8	3	GILD	740654	119.6
2015	9	10	TGT	155560	77.06
2015	8	31	WAT	15313	121.4
2015	8	20	MET	241092	51.92100000000001
2015	8	5	CMCSA	1614812	59.81
2015	8	21	CAT	448606	75.02
2015	9	1	PEG	183443	38.95
2015	9	15	SRCL	106153	138.34
2015	8	20	WAT	9286	125.88
2015	8	17	FMC	11231	47.72
2015	8	4	ADSK	180774	54.15
2015	8	11	MO	529364	55.745
2015	8	14	MON	37422	103.22
2015	9	4	PSX	356561	77.15
2015	8	10	UTX	249687	99.52
2015	8	21	AIZ	155090	74.9
2015	9	8	FFIV	45031	121.71
2015	9	9	EQIX	42731	281.0
2015	8	10	CTL	239485	28.76
2015	8	19	C	460615	57.0
2015	9	22	BLL	85225	64.87
2015	8	27	JWN	73296	73.37
2015	9	1	MSFT	5416509	41.82
2015	8	17	PKI	83764	50.33
2015	8	21	JNJ	649226	95.51
2015	8	10	DOV	49651	66.06
2015	8	20	MSFT	5833021	45.75
2015	8	4	DLTR	86850	77.8
2015	9	14	MON	238528	90.15
2015	8	19	EQIX	28719	285.59
2015	8	4	NKE	100448	115.77
2015	8	24	WAT	28708	117.81999999999998
2015	9	18	YUM	254456	80.11
2015	8	14	FOXA	1349002	30.29
2015	8	26	VRSN	194908	68.08
2015	8	10	DLTR	94540	78.11
2015	9	2	UHS	31836	136.33
2015	8	5	SWKS	224630	88.96
2015	9	16	EQIX	50142	290.57
2015	9	22	AMZN	167826	538.4
2015	9	15	LB	58522	91.74
2015	8	31	FOXA	2240151	27.39
2015	9	15	AAL	383693	42.64
2015	9	22	AIZ	20936	75.6
2015	9	18	V	763420	69.79
2015	9	16	DO	180644	22.97
2015	8	25	BLL	72408	63.64
2015	9	14	AIZ	41636	76.62
2015	8	20	AN	21739	60.79
2015	8	3	NRG	468288	22.26
2015	8	26	MO	325171	53.199999999999996
2015	8	11	L	55286	39.03
2015	9	9	DOV	68138	60.49
2015	8	28	XLNX	364361	42.27
2015	9	9	NWSA	275180	13.22
2015	9	11	USB	669080	41.05
2015	9	11	MON	172956	92.5
2015	8	17	FB	432243	93.93
2015	8	24	TRIP	174128	66.27
2015	9	18	SWKS	455754	89.37
2015	9	18	CTL	322472	25.66
2015	9	16	NEM	369905	16.93
2015	9	22	YUM	132527	79.28
2015	9	9	TRIP	99049	66.92
2015	8	27	EFX	33092	98.82
2015	8	25	AMZN	541702	466.37
2015	8	18	AEP	79769	58.269999999999996
2015	9	21	AN	15235	60.98
2015	8	10	ANTM	19817	152.39
2015	8	27	BLK	29025	314.81
2015	8	18	ALXN	103043	187.42
2015	8	4	HAR	34389	110.43
2015	9	4	HES	70570	56.36
2015	9	4	FOSL	47550	59.74
2015	8	3	FMC	35210	48.45
2015	9	3	CTXS	139669	67.87
2015	9	16	FOSL	60847	60.2
2015	9	10	FMC	68432	41.33
2015	8	31	AEP	141895	54.29
2015	9	17	WAT	18450	124.07
2015	8	28	AAL	997942	38.62
2015	8	10	WAT	28111	133.86
2015	8	13	MDLZ	1021012	46.01
2015	8	14	COP	249521	49.77
2015	8	3	YUM	56368	87.79010000000001
2015	8	20	EXPE	122324	118.7
2015	9	10	HRS	32324	75.08
2015	9	17	MDLZ	3136986	43.72
2015	8	13	ARG	23169	105.71
2015	8	28	DISCK	282407	25.71
2015	9	18	BLK	35878	308.87
2015	8	18	NWSA	210202	15.13
2015	9	9	TGT	77970	77.16
2015	8	19	DTE	78922	84.39
2015	8	19	ADSK	87925	54.32
2015	8	4	MS	180543	38.93
2015	9	22	ORLY	45933	244.89
2015	8	14	TSN	359827	42.47
2015	9	11	EMC	897536	24.59
2015	8	12	MO	194544	55.74
2015	8	17	MAT	195674	23.41
2015	8	24	MS	468387	32.26
2015	9	10	ARG	10377	94.8
2015	8	14	NKE	64653	114.32
2015	8	3	SRCL	54177	140.93
2015	9	10	JWN	73252	73.76
2015	8	19	GMCR	129142	49.46
2015	8	27	ARG	106464	96.81
2015	8	21	WFM	998042	31.64
2015	9	1	HES	135545	57.09
2015	8	20	COP	287775	47.0
2015	9	16	FMC	229708	40.12
2015	8	6	DO	94753	22.290000000000003
2015	8	27	AKAM	168840	70.5
2015	9	9	MU	2708517	16.95
2015	8	13	UHS	13529	142.28
2015	8	18	F	534799	14.83
2015	9	18	FLR	108630	43.28
2015	9	21	AAL	152121	43.24
2015	9	3	V	327120	70.37
2015	8	21	V	661067	71.19
2015	8	11	ADSK	127466	54.06
2015	9	3	JNJ	584538	92.58
2015	8	24	LB	87455	78.07
2015	8	11	CSCO	4307133	28.03
2015	8	17	LM	93911	48.84
2015	9	1	OKE	158887	34.96
2015	8	31	ROST	497691	48.62
2015	9	10	ADSK	170974	46.23
2015	8	12	HSIC	41395	144.76
2015	9	1	UHS	30507	131.74
2015	8	3	OKE	75872	36.56
2015	9	11	OKE	55232	35.17
2015	8	31	TRIP	169142	69.9
2015	9	4	USB	377405	40.56
2015	9	2	CERN	351125	60.96
2015	8	5	MDLZ	1352718	46.29
2015	8	4	CSCO	2245121	28.03
2015	8	25	ALXN	291526	165.44
2015	8	21	AAPL	8539895	105.76
2015	8	11	INTC	3206956	28.97
2015	8	12	CAT	241614	78.93
2015	8	20	SYMC	778366	21.35
2015	8	14	F	681300	14.77
2015	9	17	MO	404602	54.71000000000001
2015	8	10	EFX	13844	104.64
2015	9	10	DTE	63464	75.09
2015	9	1	VRSN	109155	66.56
2015	8	11	RHT	72871	77.44
2015	8	13	INTC	2122197	28.87
2015	8	4	DISCK	97452	30.059999999999995
2015	9	14	V	236966	69.98
2015	8	17	WAT	10754	129.24
2015	8	4	LM	78475	49.64
2015	8	26	V	423601	70.77
2015	8	6	HRS	26284	82.95000000000002
2015	8	10	SPLS	790375	14.26
2015	9	1	L	82250	35.71
2015	9	17	COH	103323	29.86
2015	9	22	XLNX	178887	41.77
2015	8	3	DISCK	72412	30.01
2015	9	16	HRS	15588	74.55
2015	8	25	ANTM	91174	137.98
2015	9	18	HCA	319395	82.71
2015	8	6	AN	27347	60.839999999999996
2015	8	12	PSX	306419	84.36
2015	8	11	EFX	14184	103.56
2015	8	24	TSN	200736	40.19
2015	8	21	NFLX	824603	103.96
2015	8	21	YUM	154626	79.71
2015	8	27	UTX	300288	93.15
2015	8	26	DTE	51711	77.87
2015	8	19	DISCK	137851	27.6
2015	8	7	RHT	39521	77.56
2015	9	16	ORLY	55595	252.5
2015	8	21	HAS	207101	75.18
2015	8	5	K	106535	68.68
2015	9	3	NWSA	487957	13.32
2015	8	31	SRCL	82475	141.14
2015	9	18	MON	258460	88.04
2015	8	12	VRSN	131102	70.72
2015	8	14	FISV	105219	89.58
2015	8	3	NKE	109804	114.82
2015	9	1	FB	1655522	87.23
2015	8	17	FLIR	64645	30.565
2015	9	2	HCA	58054	85.46
2015	9	3	COH	116636	29.85
